id,Failure_pred,Failure_prob
152012,0,0.0031
152013,0,0.0031
152014,0,0.0012
152015,0,0.0034
152016,0,0.0076
152017,0,0.0077
152018,0,0.007
152019,0,0.0018
152020,0,0.0012
152021,0,0.0025
152022,0,0.0028
152023,0,0.0034
152024,0,0.0055
152025,0,0.0005
152026,0,0.0033
152027,0,0.0032
152028,0,0.002
152029,0,0.0019
152030,0,0.0012
152031,0,0.0015
152032,0,0.0011
152033,0,0.004
152034,0,0.0052
152035,0,0.0013
152036,0,0.0016
152037,0,0.0015
152038,0,0.0011
152039,0,0.001
152040,0,0.0008
152041,0,0.0014
152042,0,0.0035
152043,0,0.0176
152044,0,0.0015
152045,0,0.0011
152046,0,0.0078
152047,0,0.0014
152048,0,0.0008
152049,0,0.0146
152050,0,0.0036
152051,0,0.002
152052,0,0.0021
152053,0,0.0078
152054,0,0.0024
152055,0,0.0036
152056,0,0.0009
152057,0,0.0016
152058,0,0.0073
152059,0,0.0013
152060,0,0.003
152061,0,0.0018
152062,0,0.0014
152063,0,0.0041
152064,0,0.0011
152065,0,0.0011
152066,0,0.0022
152067,0,0.0011
152068,0,0.0022
152069,0,0.0026
152070,0,0.002
152071,0,0.001
152072,0,0.0019
152073,0,0.0022
152074,0,0.0035
152075,0,0.0023
152076,0,0.001
152077,0,0.0012
152078,0,0.0076
152079,0,0.0042
152080,0,0.0014
152081,0,0.0024
152082,0,0.0016
152083,0,0.0095
152084,0,0.0023
152085,0,0.0026
152086,0,0.0143
152087,0,0.0011
152088,0,0.0083
152089,0,0.0035
152090,0,0.0114
152091,0,0.0025
152092,0,0.0026
152093,0,0.0018
152094,0,0.0006
152095,0,0.0013
152096,0,0.0059
152097,0,0.0026
152098,0,0.0006
152099,0,0.0014
152100,0,0.0025
152101,0,0.0061
152102,0,0.0045
152103,0,0.0096
152104,0,0.0019
152105,0,0.0088
152106,0,0.0067
152107,0,0.0011
152108,0,0.0018
152109,0,0.0018
152110,0,0.0074
152111,0,0.0036
152112,0,0.0037
152113,0,0.0024
152114,0,0.0021
152115,0,0.0005
152116,0,0.0021
152117,0,0.0062
152118,0,0.0084
152119,0,0.0014
152120,0,0.0027
152121,0,0.0022
152122,0,0.0028
152123,0,0.0016
152124,0,0.0043
152125,0,0.0028
152126,0,0.0041
152127,0,0.0013
152128,0,0.0014
152129,0,0.0033
152130,0,0.0051
152131,0,0.0019
152132,0,0.0006
152133,0,0.0108
152134,0,0.007
152135,1,0.9971
152136,0,0.0015
152137,0,0.0022
152138,0,0.0019
152139,0,0.0023
152140,0,0.0024
152141,0,0.0014
152142,0,0.0015
152143,0,0.006
152144,0,0.0021
152145,0,0.0008
152146,0,0.0094
152147,0,0.0016
152148,0,0.0009
152149,0,0.0023
152150,0,0.0015
152151,0,0.0038
152152,0,0.0114
152153,0,0.0016
152154,0,0.0007
152155,0,0.0019
152156,0,0.0011
152157,0,0.0038
152158,0,0.0028
152159,1,0.9779
152160,0,0.0013
152161,0,0.0018
152162,0,0.002
152163,0,0.0061
152164,0,0.0007
152165,0,0.001
152166,0,0.0024
152167,0,0.0055
152168,0,0.0034
152169,0,0.0011
152170,0,0.0077
152171,0,0.003
152172,0,0.0023
152173,0,0.0031
152174,0,0.0116
152175,0,0.0038
152176,0,0.0037
152177,0,0.0037
152178,0,0.0055
152179,0,0.0016
152180,0,0.003
152181,0,0.0042
152182,0,0.0026
152183,0,0.005
152184,0,0.0112
152185,0,0.0018
152186,0,0.0018
152187,0,0.0031
152188,0,0.0012
152189,0,0.0027
152190,0,0.0023
152191,0,0.0065
152192,0,0.0018
152193,0,0.0031
152194,0,0.0012
152195,0,0.0134
152196,0,0.016
152197,0,0.0038
152198,0,0.005
152199,0,0.0018
152200,0,0.0012
152201,0,0.0099
152202,0,0.0024
152203,0,0.0011
152204,0,0.002
152205,0,0.0009
152206,0,0.0013
152207,0,0.0006
152208,0,0.0039
152209,0,0.0021
152210,0,0.0014
152211,0,0.0021
152212,0,0.0029
152213,0,0.0013
152214,0,0.0038
152215,0,0.0026
152216,0,0.0017
152217,0,0.006
152218,0,0.0014
152219,0,0.0099
152220,0,0.0039
152221,0,0.0026
152222,0,0.0007
152223,0,0.0079
152224,0,0.0027
152225,0,0.0074
152226,0,0.0019
152227,0,0.0043
152228,0,0.0129
152229,0,0.0023
152230,0,0.0026
152231,0,0.0024
152232,0,0.0008
152233,0,0.0025
152234,0,0.0023
152235,0,0.004
152236,0,0.0015
152237,0,0.0072
152238,0,0.001
152239,0,0.0006
152240,0,0.001
152241,0,0.0008
152242,0,0.006
152243,0,0.0014
152244,0,0.0031
152245,0,0.0029
152246,0,0.0055
152247,0,0.002
152248,0,0.0008
152249,0,0.0031
152250,0,0.0021
152251,0,0.0012
152252,0,0.0011
152253,0,0.0115
152254,0,0.0014
152255,0,0.0044
152256,0,0.0097
152257,0,0.0014
152258,0,0.0013
152259,0,0.0023
152260,0,0.0042
152261,0,0.0049
152262,0,0.0058
152263,0,0.0016
152264,0,0.001
152265,0,0.0007
152266,0,0.0012
152267,0,0.001
152268,0,0.0032
152269,0,0.0054
152270,0,0.0047
152271,0,0.0076
152272,0,0.0014
152273,0,0.0153
152274,0,0.0011
152275,0,0.0052
152276,0,0.0005
152277,0,0.001
152278,0,0.0015
152279,0,0.0015
152280,0,0.006
152281,0,0.0026
152282,0,0.0055
152283,0,0.0042
152284,0,0.0019
152285,0,0.0049
152286,0,0.0061
152287,0,0.0012
152288,0,0.0013
152289,0,0.0025
152290,0,0.0019
152291,0,0.0025
152292,0,0.0028
152293,0,0.0026
152294,0,0.0109
152295,0,0.001
152296,0,0.0089
152297,0,0.0137
152298,0,0.0052
152299,0,0.0028
152300,0,0.0018
152301,0,0.0259
152302,0,0.0074
152303,0,0.0068
152304,0,0.0013
152305,0,0.0005
152306,0,0.0028
152307,0,0.004
152308,0,0.0117
152309,0,0.0049
152310,0,0.0096
152311,0,0.0017
152312,0,0.0018
152313,0,0.0043
152314,1,0.9921
152315,0,0.0037
152316,0,0.0025
152317,0,0.0021
152318,0,0.0022
152319,0,0.0011
152320,0,0.0173
152321,0,0.0004
152322,0,0.0041
152323,0,0.0027
152324,0,0.0018
152325,0,0.0022
152326,0,0.0053
152327,0,0.0019
152328,0,0.001
152329,0,0.0076
152330,0,0.0011
152331,0,0.0047
152332,0,0.0016
152333,0,0.007
152334,0,0.0028
152335,0,0.0051
152336,0,0.002
152337,0,0.0123
152338,0,0.0014
152339,0,0.0003
152340,0,0.0013
152341,0,0.0066
152342,0,0.0154
152343,0,0.0064
152344,0,0.0013
152345,0,0.0027
152346,0,0.0014
152347,0,0.0007
152348,0,0.006
152349,0,0.0051
152350,0,0.008
152351,0,0.0061
152352,0,0.0023
152353,0,0.0007
152354,0,0.0015
152355,0,0.002
152356,0,0.0011
152357,0,0.0057
152358,0,0.0072
152359,0,0.0068
152360,0,0.0029
152361,0,0.0014
152362,0,0.0004
152363,0,0.0018
152364,0,0.0039
152365,0,0.0037
152366,0,0.0012
152367,0,0.0015
152368,0,0.0012
152369,0,0.0011
152370,0,0.0024
152371,0,0.0033
152372,0,0.0019
152373,0,0.0026
152374,0,0.0012
152375,0,0.0057
152376,0,0.0042
152377,0,0.003
152378,0,0.0224
152379,0,0.0059
152380,0,0.0116
152381,0,0.0026
152382,0,0.0017
152383,0,0.0014
152384,0,0.0005
152385,0,0.0034
152386,0,0.0074
152387,0,0.0137
152388,0,0.0037
152389,0,0.0008
152390,0,0.018
152391,0,0.0014
152392,0,0.002
152393,0,0.0012
152394,0,0.0078
152395,0,0.0113
152396,0,0.0002
152397,0,0.0006
152398,0,0.0009
152399,0,0.0031
152400,0,0.0108
152401,0,0.0009
152402,0,0.0381
152403,0,0.0044
152404,0,0.002
152405,0,0.0018
152406,1,0.994
152407,0,0.0012
152408,0,0.0015
152409,0,0.0054
152410,0,0.0009
152411,0,0.0032
152412,0,0.0111
152413,0,0.0043
152414,0,0.0008
152415,0,0.0004
152416,0,0.0011
152417,0,0.0082
152418,0,0.0032
152419,0,0.0048
152420,0,0.0201
152421,0,0.0016
152422,0,0.0066
152423,0,0.0131
152424,0,0.003
152425,0,0.0037
152426,0,0.0014
152427,0,0.0028
152428,0,0.0015
152429,0,0.0046
152430,0,0.0026
152431,0,0.0005
152432,0,0.0003
152433,0,0.0039
152434,0,0.004
152435,0,0.0003
152436,0,0.0012
152437,0,0.0045
152438,0,0.0033
152439,0,0.0016
152440,0,0.0018
152441,0,0.0016
152442,0,0.0058
152443,0,0.0021
152444,0,0.0035
152445,0,0.0016
152446,0,0.0068
152447,0,0.0007
152448,0,0.0032
152449,0,0.0053
152450,0,0.0016
152451,0,0.0009
152452,0,0.0058
152453,1,1.0
152454,0,0.0018
152455,0,0.0016
152456,0,0.0008
152457,0,0.0019
152458,0,0.0179
152459,0,0.0008
152460,0,0.0013
152461,0,0.0011
152462,0,0.007
152463,0,0.0033
152464,0,0.0023
152465,0,0.0009
152466,0,0.0013
152467,0,0.0023
152468,0,0.0038
152469,0,0.0013
152470,0,0.0017
152471,0,0.0012
152472,0,0.0035
152473,0,0.0041
152474,0,0.0005
152475,0,0.0032
152476,0,0.0014
152477,0,0.0036
152478,0,0.0004
152479,0,0.0012
152480,0,0.0014
152481,0,0.0007
152482,0,0.0019
152483,0,0.0003
152484,0,0.0027
152485,0,0.0017
152486,0,0.0064
152487,0,0.0015
152488,0,0.0054
152489,0,0.0025
152490,0,0.0017
152491,0,0.0016
152492,0,0.0081
152493,0,0.0009
152494,0,0.0097
152495,0,0.0121
152496,0,0.0073
152497,0,0.003
152498,0,0.0012
152499,0,0.0009
152500,0,0.0047
152501,0,0.0126
152502,0,0.0017
152503,0,0.0045
152504,0,0.0018
152505,0,0.0048
152506,0,0.0034
152507,0,0.0033
152508,0,0.002
152509,0,0.0009
152510,0,0.001
152511,0,0.0041
152512,0,0.0048
152513,0,0.0008
152514,0,0.0033
152515,0,0.0051
152516,0,0.0034
152517,0,0.0029
152518,0,0.0029
152519,0,0.0003
152520,0,0.0012
152521,0,0.0064
152522,0,0.0032
152523,0,0.0046
152524,0,0.0012
152525,0,0.0046
152526,0,0.0043
152527,0,0.0041
152528,0,0.0016
152529,0,0.0034
152530,0,0.007
152531,0,0.0049
152532,0,0.0011
152533,0,0.0045
152534,0,0.0015
152535,0,0.0069
152536,0,0.0018
152537,0,0.0055
152538,0,0.0233
152539,0,0.0146
152540,0,0.0013
152541,0,0.0012
152542,0,0.0016
152543,0,0.003
152544,0,0.0015
152545,0,0.0025
152546,0,0.0007
152547,0,0.0022
152548,0,0.0016
152549,0,0.0016
152550,0,0.0019
152551,0,0.0102
152552,0,0.0073
152553,0,0.0046
152554,0,0.0014
152555,0,0.0014
152556,0,0.0073
152557,0,0.0006
152558,0,0.0009
152559,0,0.0113
152560,0,0.0042
152561,0,0.0099
152562,0,0.0029
152563,0,0.0065
152564,0,0.0081
152565,0,0.0009
152566,0,0.0054
152567,0,0.0058
152568,0,0.0033
152569,0,0.0024
152570,0,0.0021
152571,0,0.0041
152572,0,0.0011
152573,0,0.0054
152574,0,0.0043
152575,0,0.002
152576,0,0.0016
152577,0,0.0052
152578,0,0.0026
152579,0,0.0039
152580,0,0.0019
152581,0,0.0024
152582,0,0.0026
152583,0,0.0015
152584,0,0.0024
152585,0,0.005
152586,0,0.0081
152587,0,0.0009
152588,0,0.0044
152589,0,0.0041
152590,0,0.0003
152591,0,0.0043
152592,0,0.0011
152593,0,0.0016
152594,0,0.0136
152595,0,0.0018
152596,0,0.0031
152597,0,0.0013
152598,0,0.0017
152599,0,0.0062
152600,0,0.01
152601,0,0.0015
152602,0,0.0039
152603,0,0.0026
152604,0,0.003
152605,0,0.0007
152606,0,0.0023
152607,0,0.0042
152608,0,0.0012
152609,0,0.0037
152610,0,0.0034
152611,0,0.001
152612,0,0.006
152613,0,0.0014
152614,0,0.0013
152615,0,0.0027
152616,0,0.004
152617,0,0.001
152618,0,0.002
152619,0,0.002
152620,0,0.012
152621,0,0.004
152622,0,0.0029
152623,0,0.0024
152624,0,0.0021
152625,0,0.0012
152626,0,0.0
152627,0,0.0014
152628,0,0.0032
152629,0,0.0021
152630,0,0.0036
152631,0,0.0049
152632,0,0.0007
152633,0,0.0012
152634,0,0.0066
152635,0,0.0001
152636,0,0.0011
152637,0,0.0162
152638,0,0.0022
152639,0,0.0013
152640,0,0.0052
152641,0,0.0009
152642,0,0.0022
152643,0,0.0033
152644,0,0.0052
152645,0,0.0021
152646,0,0.0009
152647,0,0.0013
152648,0,0.0006
152649,0,0.0079
152650,0,0.0028
152651,0,0.0015
152652,0,0.0058
152653,0,0.0027
152654,0,0.0016
152655,0,0.0053
152656,0,0.002
152657,0,0.002
152658,0,0.0011
152659,0,0.0013
152660,0,0.0026
152661,0,0.0016
152662,0,0.0013
152663,0,0.0138
152664,0,0.0007
152665,0,0.0006
152666,0,0.0038
152667,0,0.0057
152668,0,0.0049
152669,0,0.0029
152670,0,0.0019
152671,0,0.0062
152672,0,0.0032
152673,0,0.0016
152674,0,0.0043
152675,0,0.0007
152676,0,0.0005
152677,0,0.0042
152678,1,0.9993
152679,0,0.0031
152680,0,0.0012
152681,0,0.0008
152682,0,0.0027
152683,0,0.0005
152684,0,0.0012
152685,0,0.0008
152686,0,0.0056
152687,0,0.0028
152688,0,0.0013
152689,0,0.0006
152690,0,0.0015
152691,0,0.0013
152692,0,0.0004
152693,0,0.0035
152694,0,0.0009
152695,0,0.0229
152696,0,0.002
152697,0,0.0123
152698,0,0.0039
152699,0,0.0033
152700,0,0.0019
152701,0,0.0071
152702,0,0.005
152703,0,0.0078
152704,0,0.0016
152705,0,0.0051
152706,0,0.0108
152707,0,0.0096
152708,0,0.004
152709,0,0.0041
152710,0,0.0011
152711,1,0.9998
152712,0,0.0102
152713,0,0.0006
152714,0,0.0013
152715,0,0.0029
152716,0,0.0026
152717,0,0.0075
152718,0,0.0057
152719,0,0.0011
152720,0,0.0026
152721,0,0.0031
152722,0,0.0051
152723,0,0.0012
152724,0,0.0035
152725,0,0.0015
152726,0,0.0015
152727,0,0.0008
152728,0,0.0014
152729,0,0.0064
152730,0,0.0088
152731,0,0.0015
152732,0,0.0019
152733,0,0.0021
152734,0,0.0016
152735,0,0.0027
152736,0,0.0029
152737,0,0.0012
152738,0,0.0041
152739,0,0.0024
152740,0,0.0012
152741,0,0.0027
152742,0,0.003
152743,0,0.0045
152744,0,0.0006
152745,0,0.0078
152746,0,0.0012
152747,0,0.0051
152748,0,0.0011
152749,0,0.0069
152750,0,0.0353
152751,0,0.0028
152752,0,0.0012
152753,0,0.0017
152754,0,0.0018
152755,0,0.0074
152756,0,0.0009
152757,0,0.0043
152758,0,0.005
152759,0,0.0013
152760,0,0.0026
152761,0,0.0047
152762,0,0.0012
152763,0,0.0032
152764,0,0.0113
152765,0,0.0021
152766,0,0.001
152767,0,0.0013
152768,0,0.0016
152769,0,0.0004
152770,0,0.0048
152771,0,0.0017
152772,0,0.0025
152773,0,0.0005
152774,0,0.002
152775,0,0.0016
152776,0,0.0032
152777,0,0.0058
152778,0,0.0009
152779,0,0.0028
152780,0,0.0092
152781,0,0.0012
152782,0,0.002
152783,0,0.0016
152784,0,0.0037
152785,0,0.003
152786,0,0.0029
152787,0,0.0007
152788,0,0.0015
152789,0,0.0021
152790,0,0.0004
152791,0,0.0091
152792,0,0.0028
152793,0,0.0063
152794,0,0.003
152795,0,0.0017
152796,0,0.0032
152797,0,0.0011
152798,0,0.0008
152799,0,0.0086
152800,0,0.0079
152801,0,0.0014
152802,0,0.0032
152803,0,0.0018
152804,0,0.0022
152805,0,0.0017
152806,0,0.0022
152807,0,0.0031
152808,0,0.0007
152809,0,0.0003
152810,0,0.0005
152811,0,0.005
152812,0,0.0207
152813,0,0.002
152814,0,0.0012
152815,0,0.0024
152816,0,0.0007
152817,0,0.0023
152818,0,0.0041
152819,0,0.0015
152820,0,0.0013
152821,0,0.0015
152822,0,0.0014
152823,0,0.006
152824,0,0.0022
152825,0,0.0014
152826,0,0.002
152827,0,0.0043
152828,0,0.0023
152829,0,0.0008
152830,0,0.0008
152831,0,0.0052
152832,0,0.0024
152833,0,0.0036
152834,0,0.0026
152835,0,0.005
152836,0,0.0053
152837,0,0.0022
152838,0,0.0056
152839,0,0.0006
152840,0,0.0022
152841,0,0.0019
152842,0,0.0028
152843,0,0.002
152844,0,0.0048
152845,0,0.0083
152846,0,0.0035
152847,0,0.0018
152848,0,0.0029
152849,0,0.0014
152850,0,0.0174
152851,0,0.0099
152852,0,0.0026
152853,0,0.0035
152854,0,0.0031
152855,0,0.0016
152856,0,0.002
152857,0,0.0032
152858,0,0.0016
152859,0,0.0024
152860,0,0.0014
152861,0,0.002
152862,0,0.0012
152863,0,0.004
152864,0,0.0013
152865,0,0.0039
152866,0,0.0036
152867,0,0.0058
152868,0,0.0061
152869,0,0.004
152870,0,0.0017
152871,0,0.0184
152872,0,0.0013
152873,0,0.0009
152874,0,0.0058
152875,0,0.003
152876,0,0.0007
152877,0,0.0008
152878,1,0.9933
152879,0,0.0026
152880,0,0.0024
152881,0,0.0037
152882,0,0.0012
152883,0,0.0124
152884,0,0.0023
152885,0,0.0026
152886,0,0.0019
152887,0,0.0085
152888,0,0.001
152889,0,0.0024
152890,0,0.0005
152891,0,0.0093
152892,0,0.0005
152893,0,0.0014
152894,0,0.001
152895,0,0.0011
152896,0,0.0084
152897,0,0.0031
152898,0,0.0033
152899,0,0.0024
152900,0,0.0055
152901,0,0.0272
152902,0,0.0026
152903,0,0.0011
152904,0,0.0027
152905,0,0.0047
152906,0,0.005
152907,0,0.0083
152908,0,0.0038
152909,0,0.0015
152910,0,0.0066
152911,0,0.0025
152912,0,0.0007
152913,0,0.0024
152914,0,0.012
152915,0,0.0039
152916,0,0.0008
152917,0,0.0021
152918,0,0.0015
152919,0,0.0009
152920,0,0.0021
152921,0,0.0011
152922,0,0.002
152923,0,0.0018
152924,0,0.0026
152925,0,0.01
152926,0,0.0048
152927,0,0.0016
152928,0,0.0044
152929,0,0.0038
152930,0,0.0041
152931,0,0.0336
152932,0,0.0046
152933,0,0.0026
152934,0,0.0052
152935,0,0.0028
152936,0,0.0045
152937,0,0.0005
152938,0,0.0042
152939,0,0.0055
152940,0,0.0046
152941,0,0.0025
152942,0,0.0014
152943,0,0.0011
152944,0,0.0035
152945,0,0.0037
152946,1,0.9819
152947,0,0.0023
152948,0,0.002
152949,0,0.0049
152950,0,0.0047
152951,0,0.0019
152952,0,0.014
152953,0,0.001
152954,0,0.0028
152955,0,0.0031
152956,0,0.0034
152957,0,0.0021
152958,0,0.0028
152959,0,0.0047
152960,1,0.9974
152961,0,0.0021
152962,0,0.0026
152963,0,0.0011
152964,0,0.0083
152965,0,0.0132
152966,0,0.0014
152967,0,0.0032
152968,0,0.0012
152969,0,0.0026
152970,0,0.0012
152971,0,0.0026
152972,0,0.0042
152973,0,0.0016
152974,0,0.0086
152975,0,0.0063
152976,0,0.0011
152977,0,0.0035
152978,0,0.0014
152979,0,0.0027
152980,0,0.0034
152981,0,0.0077
152982,0,0.0024
152983,0,0.0166
152984,0,0.011
152985,0,0.0193
152986,0,0.0017
152987,0,0.0016
152988,0,0.0009
152989,0,0.0017
152990,0,0.0053
152991,0,0.0021
152992,0,0.0023
152993,0,0.0017
152994,0,0.0013
152995,0,0.0076
152996,0,0.02
152997,0,0.0014
152998,0,0.0029
152999,0,0.0004
153000,0,0.0038
153001,0,0.0023
153002,0,0.0031
153003,0,0.0008
153004,0,0.0011
153005,0,0.0044
153006,0,0.0021
153007,0,0.0007
153008,0,0.0031
153009,0,0.0009
153010,0,0.0016
153011,0,0.0018
153012,0,0.0007
153013,0,0.0004
153014,0,0.0044
153015,0,0.0012
153016,0,0.0006
153017,0,0.0052
153018,0,0.0067
153019,0,0.0018
153020,0,0.0022
153021,0,0.0055
153022,0,0.0017
153023,0,0.0036
153024,0,0.0006
153025,0,0.0036
153026,0,0.0023
153027,0,0.0027
153028,0,0.0073
153029,0,0.0018
153030,0,0.0014
153031,0,0.0073
153032,0,0.0025
153033,0,0.0015
153034,0,0.0031
153035,0,0.002
153036,0,0.0028
153037,0,0.0139
153038,0,0.0142
153039,0,0.0033
153040,0,0.0005
153041,0,0.003
153042,0,0.0016
153043,0,0.0018
153044,0,0.0035
153045,0,0.0011
153046,0,0.0021
153047,0,0.0037
153048,0,0.004
153049,0,0.0019
153050,0,0.0055
153051,0,0.004
153052,0,0.0107
153053,0,0.0038
153054,0,0.0027
153055,0,0.0058
153056,0,0.0009
153057,0,0.0008
153058,0,0.0051
153059,0,0.003
153060,0,0.0029
153061,0,0.0007
153062,0,0.0074
153063,0,0.0029
153064,0,0.0037
153065,0,0.0023
153066,0,0.0009
153067,0,0.0042
153068,0,0.0014
153069,0,0.0083
153070,0,0.0021
153071,0,0.0039
153072,1,0.9895
153073,0,0.0039
153074,0,0.0006
153075,0,0.0011
153076,0,0.0052
153077,0,0.0011
153078,0,0.0034
153079,0,0.0093
153080,0,0.0042
153081,0,0.004
153082,0,0.0014
153083,0,0.0034
153084,0,0.0071
153085,0,0.0037
153086,0,0.0016
153087,0,0.0037
153088,0,0.004
153089,0,0.0016
153090,0,0.0036
153091,0,0.0022
153092,0,0.0013
153093,0,0.0039
153094,0,0.0349
153095,0,0.0018
153096,0,0.0013
153097,0,0.0014
153098,0,0.0142
153099,0,0.0009
153100,0,0.0009
153101,0,0.0021
153102,0,0.0016
153103,0,0.001
153104,0,0.003
153105,0,0.0128
153106,0,0.0069
153107,0,0.0041
153108,0,0.0019
153109,0,0.0032
153110,0,0.0024
153111,0,0.0283
153112,0,0.0016
153113,0,0.0084
153114,0,0.0062
153115,0,0.0011
153116,0,0.0021
153117,0,0.0012
153118,0,0.0045
153119,0,0.0183
153120,0,0.003
153121,0,0.0006
153122,0,0.004
153123,0,0.0007
153124,0,0.0007
153125,0,0.0036
153126,0,0.005
153127,0,0.0017
153128,0,0.0009
153129,0,0.0002
153130,0,0.0102
153131,0,0.0172
153132,0,0.0063
153133,0,0.0007
153134,0,0.0042
153135,0,0.0126
153136,0,0.0025
153137,0,0.0036
153138,0,0.0022
153139,0,0.013
153140,0,0.0043
153141,0,0.0016
153142,0,0.0023
153143,0,0.0042
153144,0,0.0066
153145,0,0.0025
153146,0,0.0034
153147,0,0.0014
153148,0,0.0083
153149,0,0.0026
153150,0,0.0022
153151,0,0.0047
153152,0,0.0029
153153,0,0.0013
153154,0,0.0028
153155,0,0.0018
153156,0,0.0018
153157,0,0.0016
153158,0,0.0013
153159,0,0.0021
153160,0,0.0166
153161,0,0.002
153162,0,0.0029
153163,0,0.0051
153164,0,0.0042
153165,0,0.0071
153166,0,0.0024
153167,0,0.0025
153168,0,0.0063
153169,0,0.0076
153170,0,0.0013
153171,0,0.0008
153172,0,0.0027
153173,0,0.0032
153174,0,0.0029
153175,0,0.0006
153176,0,0.0014
153177,0,0.0016
153178,0,0.0028
153179,0,0.0148
153180,0,0.0008
153181,0,0.0022
153182,0,0.001
153183,0,0.0016
153184,0,0.0028
153185,0,0.0033
153186,0,0.0039
153187,0,0.001
153188,0,0.003
153189,0,0.0018
153190,0,0.0024
153191,0,0.0011
153192,0,0.0029
153193,0,0.0008
153194,0,0.0009
153195,0,0.0027
153196,0,0.0088
153197,0,0.0032
153198,0,0.0041
153199,0,0.0022
153200,0,0.0028
153201,0,0.0092
153202,0,0.0018
153203,0,0.005
153204,0,0.0016
153205,0,0.0024
153206,0,0.0068
153207,0,0.0055
153208,0,0.0014
153209,0,0.0014
153210,0,0.0107
153211,0,0.0063
153212,0,0.0008
153213,0,0.0021
153214,0,0.0007
153215,0,0.0071
153216,0,0.0054
153217,0,0.0009
153218,0,0.0015
153219,0,0.0007
153220,0,0.0027
153221,0,0.0104
153222,0,0.0025
153223,0,0.0028
153224,0,0.003
153225,0,0.0061
153226,0,0.0108
153227,0,0.0054
153228,0,0.0015
153229,0,0.0034
153230,0,0.002
153231,0,0.0075
153232,0,0.0046
153233,0,0.0012
153234,0,0.0009
153235,0,0.0019
153236,0,0.0008
153237,0,0.0037
153238,0,0.0025
153239,0,0.0017
153240,0,0.0038
153241,0,0.0028
153242,0,0.0035
153243,0,0.0031
153244,0,0.0047
153245,0,0.002
153246,0,0.0033
153247,0,0.0067
153248,0,0.0022
153249,0,0.0039
153250,0,0.0002
153251,0,0.0113
153252,0,0.0012
153253,0,0.0018
153254,0,0.0012
153255,0,0.0135
153256,0,0.0013
153257,0,0.0014
153258,0,0.0025
153259,0,0.0078
153260,0,0.0221
153261,0,0.0019
153262,0,0.0018
153263,0,0.0032
153264,0,0.0044
153265,0,0.0051
153266,0,0.0026
153267,0,0.0096
153268,0,0.0046
153269,0,0.0005
153270,0,0.002
153271,0,0.0021
153272,0,0.0012
153273,0,0.0041
153274,0,0.0024
153275,0,0.0011
153276,0,0.0067
153277,0,0.0029
153278,0,0.0027
153279,0,0.0022
153280,0,0.0097
153281,0,0.0006
153282,0,0.0019
153283,0,0.0047
153284,0,0.014
153285,0,0.003
153286,0,0.0018
153287,0,0.0067
153288,0,0.0011
153289,0,0.0007
153290,0,0.0021
153291,0,0.0046
153292,0,0.0099
153293,0,0.001
153294,0,0.0009
153295,0,0.0044
153296,0,0.0034
153297,0,0.0136
153298,0,0.0011
153299,0,0.0076
153300,1,0.9976
153301,0,0.0013
153302,0,0.0096
153303,0,0.0029
153304,0,0.0012
153305,0,0.002
153306,0,0.0081
153307,0,0.0013
153308,0,0.0013
153309,0,0.0012
153310,0,0.0025
153311,0,0.0062
153312,0,0.003
153313,0,0.0009
153314,0,0.0037
153315,0,0.0013
153316,0,0.0018
153317,0,0.0042
153318,0,0.0045
153319,0,0.0007
153320,0,0.0044
153321,0,0.0029
153322,0,0.0021
153323,0,0.0138
153324,0,0.0005
153325,0,0.0047
153326,0,0.0008
153327,0,0.0032
153328,0,0.002
153329,0,0.0015
153330,0,0.0061
153331,0,0.0063
153332,0,0.0068
153333,0,0.0062
153334,0,0.0037
153335,0,0.0063
153336,0,0.0042
153337,0,0.0083
153338,0,0.0011
153339,0,0.0055
153340,0,0.0011
153341,0,0.0036
153342,0,0.0017
153343,0,0.0034
153344,0,0.0012
153345,0,0.0016
153346,0,0.0052
153347,1,0.9926
153348,0,0.006
153349,0,0.0016
153350,0,0.0029
153351,0,0.0005
153352,0,0.0052
153353,0,0.0024
153354,0,0.0012
153355,0,0.0008
153356,0,0.0027
153357,0,0.0018
153358,0,0.0035
153359,0,0.0019
153360,0,0.0034
153361,0,0.0031
153362,0,0.0182
153363,0,0.0038
153364,0,0.0009
153365,0,0.0021
153366,0,0.0054
153367,0,0.0024
153368,0,0.0011
153369,0,0.0016
153370,0,0.0181
153371,0,0.0033
153372,0,0.0011
153373,0,0.0023
153374,0,0.0024
153375,0,0.0014
153376,0,0.0009
153377,0,0.0019
153378,0,0.001
153379,0,0.0023
153380,0,0.0009
153381,0,0.0048
153382,0,0.0016
153383,0,0.0019
153384,0,0.0038
153385,0,0.0009
153386,0,0.0035
153387,0,0.0018
153388,0,0.0029
153389,0,0.0036
153390,0,0.003
153391,0,0.0022
153392,0,0.002
153393,0,0.0053
153394,0,0.0054
153395,0,0.0014
153396,0,0.0007
153397,0,0.0022
153398,0,0.0015
153399,0,0.0024
153400,0,0.0054
153401,0,0.0024
153402,0,0.0017
153403,0,0.0009
153404,0,0.0068
153405,0,0.0005
153406,0,0.003
153407,0,0.0044
153408,0,0.0014
153409,0,0.004
153410,0,0.0006
153411,0,0.0045
153412,0,0.0103
153413,0,0.0016
153414,0,0.0014
153415,0,0.0034
153416,0,0.0006
153417,0,0.0022
153418,0,0.0029
153419,0,0.0006
153420,0,0.002
153421,0,0.0031
153422,0,0.0021
